읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당이삼걸,미래통합당김형동,우리공화당박인우,국가혁명배당금당신효주,무소속권오을,무소속권택기,계,무효투표수,기권수
합계,,47268,31180,6968,18089,353,241,1140,3830,30621,559,16088
거소·선상투표,,312,271,36,163,7,6,15,23,250,21,41
관외사전투표,,3222,3215,1237,1392,20,27,150,336,3162,53,7
국외부재자투표,,83,24,16,7,0,0,1,0,24,0,59
국외부재자투표(공관),,0,0,0,0,0,0,0,0,0,0,0
예천읍,소계,12538,7202,1193,4513,72,61,215,1048,7102,100,5336
,관내사전투표,3227,3227,600,1954,27,18,101,482,3182,45,0
,예천읍제1투,1330,545,90,351,6,9,16,66,538,7,785
,예천읍제2투,1606,697,106,427,6,11,24,110,684,13,909
,예천읍제3투,2100,920,151,608,10,11,18,112,910,10,1180
,예천읍제4투,1811,824,110,546,11,5,20,119,811,13,987
,예천읍제5투,2464,989,136,627,12,7,36,159,977,12,1475
용문면,소계,2129,1480,188,995,33,10,45,178,1449,31,649
,관내사전투표,930,930,126,619,16,7,30,110,908,22,0
,용문면투표소,1199,550,62,376,17,3,15,68,541,9,649
감천면,소계,2404,1696,239,1022,26,14,116,240,1657,39,708
,관내사전투표,845,845,136,494,16,8,63,109,826,19,0
,감천면제1투,947,485,67,289,8,2,30,74,470,15,462
,감천면제2투,612,366,36,239,2,4,23,57,361,5,246
보문면,소계,1596,1171,140,786,17,13,34,159,1149,22,425
,관내사전투표,671,671,79,455,12,10,16,87,659,12,0
,보문면제1투,418,185,29,106,3,2,9,30,179,6,233
,보문면제2투,507,315,32,225,2,1,9,42,311,4,192
호명면,소계,11309,6578,2762,2559,30,43,231,881,6506,72,4731
,관내사전투표,2556,2555,1121,1020,13,20,77,276,2527,28,1
,호명면제1투,1360,630,61,415,3,3,23,113,618,12,730
,호명면제2투,2492,1187,525,408,7,5,41,187,1173,14,1305
,호명면제3투,2607,1232,607,392,4,7,43,172,1225,7,1375
,호명면제4투,2294,974,448,324,3,8,47,133,963,11,1320
유천면,소계,2157,1330,213,873,23,9,45,133,1296,34,827
,관내사전투표,723,723,125,471,6,3,23,73,701,22,0
,유천면투표소,1434,607,88,402,17,6,22,60,595,12,827
용궁면,소계,2323,1698,175,1225,20,14,58,175,1667,31,625
,관내사전투표,952,952,118,676,13,6,29,91,933,19,0
,용궁면제1투,820,390,31,297,4,6,15,31,384,6,430
,용궁면제2투,551,356,26,252,3,2,14,53,350,6,195
개포면,소계,1444,982,99,728,24,5,29,81,966,16,462
,관내사전투표,475,475,55,350,8,1,14,41,469,6,0
,개포면투표소,969,507,44,378,16,4,15,40,497,10,462
지보면,소계,2521,1705,208,1140,20,11,59,227,1665,40,816
,관내사전투표,920,920,133,583,4,6,31,141,898,22,0
,지보면제1투,1026,462,50,318,10,2,20,51,451,11,564
,지보면제2투,575,323,25,239,6,3,8,35,316,7,252
풍양면,소계,2893,2031,206,1480,40,13,85,145,1969,62,862
,관내사전투표,1199,1198,137,883,21,8,46,61,1156,42,1
,풍양면제1투,995,466,32,333,10,3,31,45,454,12,529
,풍양면제2투,699,367,37,264,9,2,8,39,359,8,332
효자면,소계,1034,784,113,508,7,10,24,103,765,19,250
,관내사전투표,369,369,54,243,3,2,7,47,356,13,0
,효자면제1투,349,191,31,119,3,3,12,22,190,1,158
,효자면제2투,316,224,28,146,1,5,5,34,219,5,92
은풍면,소계,1303,1011,143,696,14,5,33,101,992,19,292
,관내사전투표,657,657,99,451,9,3,20,62,644,13,0
,은풍면투표소,646,354,44,245,5,2,13,39,348,6,292
잘못 투입·구분된 투표지,,0,2,0,2,0,0,0,0,2,0,-2
