읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당박성진,미래통합당김기현,국가혁명배당금당박병욱,계,무효투표수,기권수
합계,,126872,84890,33565,48933,1176,83674,1216,41982
거소·선상투표,,212,203,80,110,4,194,9,9
관외사전투표,,7365,7364,3351,3713,139,7203,161,1
국외부재자투표,,274,50,21,27,1,49,1,224
국외부재자투표(공관),,0,3,2,1,0,3,0,-3
달동,소계,22245,13527,4915,8211,233,13359,168,8718
,관내사전투표,3465,3465,1501,1851,66,3418,47,0
,달동제1투,4712,2383,794,1506,55,2355,28,2329
,달동제2투,3397,1720,520,1154,20,1694,26,1677
,달동제3투,2091,1177,375,771,14,1160,17,914
,달동제4투,2000,940,247,651,23,921,19,1060
,달동제5투,3095,1800,717,1039,25,1781,19,1295
,달동제6투,3485,2042,761,1239,30,2030,12,1443
삼산동,소계,39508,24561,10201,13777,305,24283,278,14947
,관내사전투표,7263,7263,3639,3491,71,7201,62,0
,삼산동제1투,3479,1942,702,1188,30,1920,22,1537
,삼산동제2투,3171,1759,526,1196,21,1743,16,1412
,삼산동제3투,3159,1725,543,1154,16,1713,12,1434
,삼산동제4투,3514,1267,404,816,24,1244,23,2247
,삼산동제5투,3785,2083,903,1105,43,2051,32,1702
,삼산동제6투,3770,2213,945,1211,26,2182,31,1557
,삼산동제7투,4138,2466,1139,1259,30,2428,38,1672
,삼산동제8투,3057,1608,540,1031,22,1593,15,1449
,삼산동제9투,4172,2235,860,1326,22,2208,27,1937
야음장생포동,소계,9122,5733,1669,3874,92,5635,98,3389
,관내사전투표,1828,1827,676,1103,21,1800,27,1
,야음장생포동제1투,2106,1074,254,788,15,1057,17,1032
,야음장생포동제2투,2031,982,289,658,17,964,18,1049
,야음장생포동제3투,2236,1258,320,883,28,1231,27,978
,야음장생포동제4투,921,592,130,442,11,583,9,329
대현동,소계,23215,16135,6570,9099,172,15841,294,7080
,관내사전투표,4879,4876,2414,2342,39,4795,81,3
,대현동제1투,3150,1881,710,1108,18,1836,45,1269
,대현동제2투,3010,2079,743,1253,26,2022,57,931
,대현동제3투,3093,1862,652,1161,22,1835,27,1231
,대현동제4투,3106,1763,734,982,20,1736,27,1343
,대현동제5투,3344,2083,747,1259,34,2040,43,1261
,대현동제6투,2633,1591,570,994,13,1577,14,1042
수암동,소계,13421,9970,3990,5774,111,9875,95,3451
,관내사전투표,3548,3547,1669,1820,30,3519,28,1
,수암동제1투,2459,1514,616,862,17,1495,19,945
,수암동제2투,2143,1241,401,796,27,1224,17,902
,수암동제3투,2953,2001,731,1232,23,1986,15,952
,수암동제4투,2318,1667,573,1064,14,1651,16,651
선암동,소계,11510,7337,2762,4344,119,7225,112,4173
,관내사전투표,1354,1354,626,695,15,1336,18,0
,선암동제1투,2419,1201,402,754,24,1180,21,1218
,선암동제2투,3614,2186,813,1308,40,2161,25,1428
,선암동제3투,1873,1208,410,763,12,1185,23,665
,선암동제4투,2250,1388,511,824,28,1363,25,862
잘못 투입·구분된 투표지,,0,7,4,3,0,7,0,-7
