읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당김영진,미래통합당김용남,정의당박예휘,우리공화당진재범,민중당임미숙,계,무효투표수,기권수
합계,,154623,96070,50369,40374,2408,423,1329,94903,1167,58553
거소·선상투표,,249,234,108,98,6,4,5,221,13,15
관외사전투표,,9726,9717,5909,3159,314,33,141,9556,161,9
국외부재자투표,,526,134,98,28,5,0,0,131,3,392
국외부재자투표(공관),,0,5,5,0,0,0,0,5,0,-5
행궁동,소계,9984,5780,2616,2838,152,29,73,5708,72,4204
,관내사전투표,2453,2453,1230,1106,56,5,28,2425,28,0
,행궁동제1투,2782,1153,493,584,33,10,12,1132,21,1629
,행궁동제2투,1931,989,395,539,17,6,15,972,17,942
,행궁동제3투,2818,1185,498,609,46,8,18,1179,6,1633
매교동,소계,5504,3046,1489,1384,72,19,42,3006,40,2458
,관내사전투표,1495,1495,805,611,37,7,21,1481,14,0
,매교동투표소,4009,1551,684,773,35,12,21,1525,26,2458
매산동,소계,9499,5418,2572,2491,138,34,113,5348,70,4081
,관내사전투표,2063,2062,1121,817,46,11,43,2038,24,1
,매산동제1투,3268,981,433,452,34,11,32,962,19,2287
,매산동제2투,2847,1819,764,952,43,9,32,1800,19,1028
,매산동제3투,1321,556,254,270,15,3,6,548,8,765
고등동,소계,7982,4389,2019,2091,107,15,92,4324,65,3593
,관내사전투표,1688,1688,859,728,40,7,33,1667,21,0
,고등동제1투,2953,1091,477,541,26,5,25,1074,17,1862
,고등동제2투,3341,1610,683,822,41,3,34,1583,27,1731
화서1동,소계,18597,11174,5797,4746,246,58,211,11058,116,7423
,관내사전투표,3576,3576,2075,1366,53,10,50,3554,22,0
,화서1동제1투,2988,1262,588,591,37,7,23,1246,16,1726
,화서1동제2투,2923,1453,660,676,32,14,46,1428,25,1470
,화서1동제3투,3327,1619,735,758,49,15,38,1595,24,1708
,화서1동제4투,2258,1029,436,533,20,5,24,1018,11,1229
,화서1동제5투,3525,2235,1303,822,55,7,30,2217,18,1290
화서2동,소계,20716,14772,8524,5583,321,49,187,14664,108,5944
,관내사전투표,5194,5194,3397,1616,89,7,67,5176,18,0
,화서2동제1투,2124,1356,667,630,30,3,10,1340,16,768
,화서2동제2투,2335,1318,681,578,32,6,16,1313,5,1017
,화서2동제3투,2125,1351,753,509,33,7,24,1326,25,774
,화서2동제4투,3150,1917,991,826,52,11,27,1907,10,1233
,화서2동제5투,2483,1526,775,675,37,6,20,1513,13,957
,화서2동제6투,3305,2110,1260,749,48,9,23,2089,21,1195
지동,소계,10304,5944,2672,2927,137,44,70,5850,94,4360
,관내사전투표,2297,2297,1176,1007,48,12,26,2269,28,0
,지동제1투,2441,975,425,481,29,13,14,962,13,1466
,지동제2투,1923,907,351,500,15,6,13,885,22,1016
,지동제3투,1727,864,344,475,24,4,8,855,9,863
,지동제4투,1916,901,376,464,21,9,9,879,22,1015
우만1동,소계,17728,10304,5304,4410,265,53,124,10156,148,7424
,관내사전투표,3267,3267,1932,1184,73,11,34,3234,33,0
,우만1동제1투,2731,1130,530,528,36,4,15,1113,17,1601
,우만1동제2투,3334,1554,744,700,57,12,19,1532,22,1780
,우만1동제3투,2482,1277,630,580,34,4,10,1258,19,1205
,우만1동제4투,2826,1276,639,557,35,4,19,1254,22,1550
,우만1동제5투,1452,843,332,448,11,12,19,822,21,609
,우만1동제6투,1636,957,497,413,19,6,8,943,14,679
우만2동,소계,13839,9542,4997,4047,268,26,107,9445,97,4297
,관내사전투표,3581,3580,2134,1292,83,6,36,3551,29,1
,우만2동제1투,2930,1388,685,591,50,10,27,1363,25,1542
,우만2동제2투,2490,1396,641,655,59,4,16,1375,21,1094
,우만2동제3투,2434,1638,759,817,38,3,10,1627,11,796
,우만2동제4투,2404,1540,778,692,38,3,18,1529,11,864
인계동,소계,29969,15605,8256,6569,377,59,164,15425,180,14364
,관내사전투표,2874,2874,1780,971,60,7,33,2851,23,0
,인계동제1투,3111,1092,602,414,33,4,16,1069,23,2019
,인계동제2투,3727,1725,890,741,39,8,18,1696,29,2002
,인계동제3투,2940,1563,798,673,47,8,16,1542,21,1377
,인계동제4투,3103,1817,823,919,39,7,17,1805,12,1286
,인계동제5투,3761,2378,1361,935,49,1,18,2364,14,1383
,인계동제6투,3630,1458,737,634,44,6,14,1435,23,2172
,인계동제7투,3443,1292,596,611,41,8,15,1271,21,2151
,인계동제8투,3380,1406,669,671,25,10,17,1392,14,1974
잘못 투입·구분된 투표지,,0,6,3,3,0,0,0,6,0,-6
