읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당이소영,미래통합당신계용,민생당김성제,정의당황순식,계,무효투표수,기권수
합계,,139682,99587,43798,34239,17710,2946,98693,894,40095
거소·선상투표,,199,192,62,55,62,10,189,3,7
관외사전투표,,9915,9907,5347,2703,1370,326,9746,161,8
국외부재자투표,,586,167,111,44,7,4,166,1,419
국외부재자투표(공관),,0,12,8,3,1,0,12,0,-12
고천동,소계,10345,7437,2981,2810,1404,186,7381,56,2908
,관내사전투표,3538,3538,1561,1126,738,89,3514,24,0
,고천동제1투,1513,759,255,348,137,12,752,7,754
,고천동제2투,2236,1291,473,530,238,38,1279,12,945
,고천동제3투,3058,1849,692,806,291,47,1836,13,1209
부곡동,소계,23666,15493,6599,4838,3356,558,15351,142,8173
,관내사전투표,5069,5069,2421,1390,1071,145,5027,42,0
,부곡동제1투,2011,1076,412,340,277,41,1070,6,935
,부곡동제2투,2117,1222,468,461,228,51,1208,14,895
,부곡동제3투,2313,1126,485,350,224,57,1116,10,1187
,부곡동제4투,2901,1725,704,599,320,80,1703,22,1176
,부곡동제5투,2966,1595,605,559,330,83,1577,18,1371
,부곡동제6투,3579,1776,628,719,344,61,1752,24,1803
,부곡동제7투,2710,1904,876,420,562,40,1898,6,806
오전동,소계,29432,19956,8825,6937,3502,530,19794,162,9476
,관내사전투표,5137,5137,2671,1471,881,92,5115,22,0
,오전동제1투,2010,973,362,404,167,29,962,11,1037
,오전동제2투,3460,1928,741,697,412,61,1911,17,1532
,오전동제3투,2464,1316,468,540,253,44,1305,11,1148
,오전동제4투,2244,1595,610,640,279,44,1573,22,649
,오전동제5투,2661,1704,751,613,288,41,1693,11,957
,오전동제6투,2089,1234,509,492,186,35,1222,12,855
,오전동제7투,3319,2257,1029,795,342,75,2241,16,1062
,오전동제8투,3173,2141,1051,644,367,63,2125,16,1032
,오전동제9투,1032,604,225,226,126,19,596,8,428
,오전동제10투,1843,1067,408,415,201,27,1051,16,776
내손1동,소계,16467,11793,5144,4672,1548,341,11705,88,4674
,관내사전투표,3470,3470,1832,1074,469,74,3449,21,0
,내손1동제1투,2625,1382,587,519,199,68,1373,9,1243
,내손1동제2투,2306,1575,556,734,219,52,1561,14,731
,내손1동제3투,2148,1233,518,491,171,42,1222,11,915
,내손1동제4투,3162,2146,861,959,253,59,2132,14,1016
,내손1동제5투,2756,1987,790,895,237,46,1968,19,769
내손2동,소계,22284,15436,7086,5650,2078,485,15299,137,6848
,관내사전투표,5575,5574,3007,1667,709,158,5541,33,1
,내손2동제1투,2777,1890,904,659,240,65,1868,22,887
,내손2동제2투,2562,1543,693,586,180,68,1527,16,1019
,내손2동제3투,1982,912,335,400,120,39,894,18,1070
,내손2동제4투,2306,1122,469,421,179,44,1113,9,1184
,내손2동제5투,1480,767,277,332,125,23,757,10,713
,내손2동제6투,702,297,118,112,48,13,291,6,405
,내손2동제7투,2844,1830,754,750,268,44,1816,14,1014
,내손2동제8투,2056,1501,529,723,209,31,1492,9,555
청계동,소계,26788,19192,7633,6527,4382,506,19048,144,7596
,관내사전투표,4526,4526,2243,1247,918,87,4495,31,0
,청계동제1투,2415,1328,474,600,197,37,1308,20,1087
,청계동제2투,2315,1512,696,518,213,72,1499,13,803
,청계동제3투,1734,1091,466,404,169,44,1083,8,643
,청계동제4투,3239,1795,690,722,291,72,1775,20,1444
,청계동제5투,3489,2409,1069,880,371,73,2393,16,1080
,청계동제6투,3558,2505,634,712,1116,30,2492,13,1053
,청계동제7투,2369,1671,436,615,579,33,1663,8,698
,청계동제8투,3143,2355,925,829,528,58,2340,15,788
잘못 투입·구분된 투표지,,0,2,2,0,0,0,2,0,-2
