읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당박정,미래통합당박용호,국가혁명배당금당변지해,계,무효투표수,기권수
합계,,151068,90578,48569,39588,1224,89381,1197,60490
거소·선상투표,,691,669,368,228,20,616,53,22
관외사전투표,,7336,7331,4593,2482,120,7195,136,5
국외부재자투표,,400,121,89,32,0,121,0,279
국외부재자투표(공관),,0,6,2,4,0,6,0,-6
문산읍,소계,36951,20791,11240,9042,267,20549,242,16160
,관내사전투표,6219,6219,3987,2115,66,6168,51,0
,문산읍제1투,2868,1511,655,821,20,1496,15,1357
,문산읍제2투,4505,2122,1172,892,29,2093,29,2383
,문산읍제3투,3756,1606,752,801,25,1578,28,2150
,문산읍제4투,2421,989,506,460,11,977,12,1432
,문산읍제5투,3415,1505,775,681,27,1483,22,1910
,문산읍제6투,869,491,218,266,5,489,2,378
,문산읍제7투,1020,603,218,377,3,598,5,417
,문산읍제8투,675,358,144,205,5,354,4,317
,문산읍제9투,2587,1274,607,641,14,1262,12,1313
,문산읍제10투,1667,881,369,484,14,867,14,786
,문산읍제11투,3539,1665,914,692,26,1632,33,1874
,문산읍제12투,3410,1567,923,607,22,1552,15,1843
법원읍,소계,9537,5481,2495,2819,84,5398,83,4056
,관내사전투표,1686,1686,918,714,19,1651,35,0
,법원읍제1투,1944,825,322,478,14,814,11,1119
,법원읍제2투,544,315,132,167,9,308,7,229
,법원읍제3투,660,381,164,206,3,373,8,279
,법원읍제4투,1667,778,361,396,14,771,7,889
,법원읍제5투,1394,627,227,383,9,619,8,767
,법원읍제6투,1642,869,371,475,16,862,7,773
파주읍,소계,11298,6334,2916,3229,98,6243,91,4964
,관내사전투표,2043,2042,1051,935,26,2012,30,1
,파주읍제1투,2934,1077,444,597,17,1058,19,1857
,파주읍제2투,2263,1039,544,459,21,1024,15,1224
,파주읍제3투,926,489,214,263,6,483,6,437
,파주읍제4투,1011,529,213,303,7,523,6,482
,파주읍제5투,909,463,170,276,11,457,6,446
,파주읍제6투,1212,695,280,396,10,686,9,517
월롱면,소계,8346,4457,2344,1958,79,4381,76,3889
,관내사전투표,1482,1481,899,545,14,1458,23,1
,월롱면제1투,1101,491,177,299,6,482,9,610
,월롱면제2투,1528,605,265,328,10,603,2,923
,월롱면제3투,1604,761,314,416,20,750,11,843
,월롱면제4투,1059,383,221,142,10,373,10,676
,월롱면제5투,1572,736,468,228,19,715,21,836
적성면,소계,6143,3614,1423,2092,51,3566,48,2529
,관내사전투표,1261,1261,589,636,19,1244,17,0
,적성면제1투,2256,911,377,511,9,897,14,1345
,적성면제2투,575,330,106,215,3,324,6,245
,적성면제3투,877,465,132,321,6,459,6,412
,적성면제4투,571,289,116,164,8,288,1,282
,적성면제5투,603,358,103,245,6,354,4,245
파평면,소계,3673,2438,1000,1374,30,2404,34,1235
,관내사전투표,730,730,403,300,12,715,15,0
,파평면제1투,407,209,50,152,3,205,4,198
,파평면제2투,375,211,77,132,1,210,1,164
,파평면제3투,396,221,74,141,2,217,4,175
,파평면제4투,776,476,208,258,4,470,6,300
,파평면제5투,509,298,84,208,5,297,1,211
,파평면제6투,480,293,104,183,3,290,3,187
군내면,소계,617,513,267,228,7,502,11,104
,관내사전투표,259,259,165,81,3,249,10,0
,군내면투표소,358,254,102,147,4,253,1,104
진동면,소계,201,181,93,83,3,179,2,20
,관내사전투표,114,114,72,40,1,113,1,0
,진동면투표소,87,67,21,43,2,66,1,20
금촌1동,소계,18539,9625,4739,4619,135,9493,132,8914
,관내사전투표,2511,2511,1478,972,37,2487,24,0
,금촌1동제1투,3472,1578,823,714,15,1552,26,1894
,금촌1동제2투,2036,1015,434,562,11,1007,8,1021
,금촌1동제3투,2048,963,348,582,12,942,21,1085
,금촌1동제4투,2735,1181,499,639,21,1159,22,1554
,금촌1동제5투,3318,1327,641,644,21,1306,21,1991
,금촌1동제6투,2419,1050,516,506,18,1040,10,1369
금촌2동,소계,25592,16082,9703,6066,159,15928,154,9510
,관내사전투표,5358,5358,3667,1577,59,5303,55,0
,금촌2동제1투,1878,1044,537,498,4,1039,5,834
,금촌2동제2투,2167,967,489,457,13,959,8,1200
,금촌2동제3투,2442,1174,672,483,8,1163,11,1268
,금촌2동제4투,3073,1604,909,668,13,1590,14,1469
,금촌2동제5투,1861,979,443,505,18,966,13,882
,금촌2동제6투,3015,1837,1080,719,16,1815,22,1178
,금촌2동제7투,3120,1805,1092,679,17,1788,17,1315
,금촌2동제8투,2678,1314,814,480,11,1305,9,1364
금촌3동,소계,21744,12926,7293,5328,170,12791,135,8818
,관내사전투표,4939,4938,3113,1741,57,4911,27,1
,금촌3동제1투,2497,1201,630,527,25,1182,19,1296
,금촌3동제2투,2311,923,472,422,13,907,16,1388
,금촌3동제3투,2957,1245,608,607,11,1226,19,1712
,금촌3동제4투,3243,1564,870,650,20,1540,24,1679
,금촌3동제5투,3334,1755,989,723,26,1738,17,1579
,금촌3동제6투,2463,1300,611,658,18,1287,13,1163
잘못 투입·구분된 투표지,,0,9,4,4,1,9,0,-9
