읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당전해철,미래통합당박주원,우리공화당이기학,민중당홍연아,국가혁명배당금당허수환,계,무효투표수,기권수
합계,,167327,101953,59021,38367,658,2004,741,100791,1162,65374
거소·선상투표,,324,295,154,89,5,18,9,275,20,29
관외사전투표,,7979,7973,5072,2377,70,164,94,7777,196,6
국외부재자투표,,445,106,80,23,1,2,0,106,0,339
국외부재자투표(공관),,0,3,2,1,0,0,0,3,0,-3
본오1동,소계,30972,15757,9370,5633,118,319,140,15580,177,15215
,관내사전투표,4774,4773,3190,1398,22,78,35,4723,50,1
,본오1동제1투,3695,1488,817,602,11,25,17,1472,16,2207
,본오1동제2투,3436,1436,852,500,14,38,14,1418,18,2000
,본오1동제3투,3232,1379,764,543,8,38,11,1364,15,1853
,본오1동제4투,3199,1340,790,475,14,31,13,1323,17,1859
,본오1동제5투,3879,1608,886,640,10,44,12,1592,16,2271
,본오1동제6투,3242,1285,733,492,5,22,16,1268,17,1957
,본오1동제7투,3159,1230,738,431,13,23,15,1220,10,1929
,본오1동제8투,2356,1218,600,552,21,20,7,1200,18,1138
본오2동,소계,22385,13346,7573,5098,92,349,98,13210,136,9039
,관내사전투표,4241,4241,2803,1269,31,89,26,4218,23,0
,본오2동제1투,2758,1016,538,412,9,28,11,998,18,1742
,본오2동제2투,2487,1055,589,395,6,38,7,1035,20,1432
,본오2동제3투,3871,1585,893,594,9,47,20,1563,22,2286
,본오2동제4투,2382,1439,748,618,11,36,10,1423,16,943
,본오2동제5투,4050,2386,1211,1060,18,63,14,2366,20,1664
,본오2동제6투,2596,1624,791,750,8,48,10,1607,17,972
본오3동,소계,17971,11096,6344,4268,67,218,87,10984,112,6875
,관내사전투표,4188,4186,2753,1276,23,81,25,4158,28,2
,본오3동제1투,2527,1028,542,440,8,20,8,1018,10,1499
,본오3동제2투,2233,1437,731,652,8,29,6,1426,11,796
,본오3동제3투,3933,1886,1008,789,15,34,15,1861,25,2047
,본오3동제4투,3425,1445,729,626,8,39,19,1421,24,1980
,본오3동제5투,1665,1114,581,485,5,15,14,1100,14,551
반월동,소계,15197,9922,5282,4267,60,159,64,9832,90,5275
,관내사전투표,3462,3462,2052,1302,12,51,14,3431,31,0
,반월동제1투,3291,1697,842,770,15,33,19,1679,18,1594
,반월동제2투,3116,1909,1045,811,13,24,8,1901,8,1207
,반월동제3투,2767,1303,628,619,6,22,12,1287,16,1464
,반월동제4투,1725,1104,504,560,7,15,7,1093,11,621
,반월동제5투,836,447,211,205,7,14,4,441,6,389
사동,소계,29073,16421,9876,5741,115,364,120,16216,205,12652
,관내사전투표,5094,5094,3434,1476,16,106,24,5056,38,0
,사동제1투,3972,1534,901,533,13,49,13,1509,25,2438
,사동제2투,3923,1603,884,639,21,28,12,1584,19,2320
,사동제3투,2971,1116,568,482,6,27,19,1102,14,1855
,사동제4투,2599,1609,908,614,13,26,8,1569,40,990
,사동제5투,2458,1634,1037,532,11,33,10,1623,11,824
,사동제6투,3570,1561,895,582,18,31,14,1540,21,2009
,사동제7투,2348,1141,660,412,9,33,9,1123,18,1207
,사동제8투,2138,1129,589,471,8,31,11,1110,19,1009
사이동,소계,25920,15417,8938,5879,92,279,90,15278,139,10503
,관내사전투표,4713,4712,3016,1551,17,78,10,4672,40,1
,사이동제1투,2143,1361,652,649,5,32,11,1349,12,782
,사이동제2투,2981,1716,854,816,5,21,5,1701,15,1265
,사이동제3투,2137,1320,677,590,10,29,6,1312,8,817
,사이동제4투,3226,1391,838,486,12,27,14,1377,14,1835
,사이동제5투,2948,1276,789,426,14,25,10,1264,12,1672
,사이동제6투,3950,1888,1054,754,10,35,14,1867,21,2062
,사이동제7투,3822,1753,1058,607,19,32,20,1736,17,2069
해양동,소계,17061,11617,6330,4991,38,132,39,11530,87,5444
,관내사전투표,3291,3291,2078,1156,5,31,7,3277,14,0
,해양동제1투,3627,1973,941,946,14,33,11,1945,28,1654
,해양동제2투,3236,1995,1079,859,7,26,7,1978,17,1241
,해양동제3투,3657,2211,1087,1068,9,21,9,2194,17,1446
,해양동제4투,3250,2147,1145,962,3,21,5,2136,11,1103
잘못 투입·구분된 투표지,,0,0,0,0,0,0,0,0,0,0
