읍면동명,투표구명,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효투표수,기권수
읍면동명,투표구명,선거인수,투표수,더불어민주당소병훈,미래통합당조억동,국가혁명배당금당엄태영,계,무효투표수,기권수
합계,,156890,95752,53221,40469,1094,94784,968,61138
거소·선상투표,,209,197,82,94,3,179,18,12
관외사전투표,,10109,10103,6231,3572,155,9958,145,6
국외부재자투표,,454,119,88,30,0,118,1,335
국외부재자투표(공관),,0,7,4,3,0,7,0,-7
퇴촌면,소계,11666,6838,3138,3565,71,6774,64,4828
,관내사전투표,2678,2677,1441,1195,24,2660,17,1
,퇴촌면제1투,2725,1221,475,718,10,1203,18,1504
,퇴촌면제2투,2825,1397,586,779,15,1380,17,1428
,퇴촌면제3투,3438,1543,636,873,22,1531,12,1895
남종면,소계,1416,1038,338,679,15,1032,6,378
,관내사전투표,356,356,166,186,4,356,0,0
,남종면제1투,517,309,79,219,8,306,3,208
,남종면제2투,322,218,47,167,1,215,3,104
,남종면제3투,221,155,46,107,2,155,0,66
남한산성면,소계,2578,1882,812,1038,15,1865,17,696
,관내사전투표,831,831,443,372,7,822,9,0
,남한산성면제1투,596,316,78,235,0,313,3,280
,남한산성면제2투,581,380,167,206,4,377,3,201
,남한산성면제3투,570,355,124,225,4,353,2,215
경안동,소계,34211,20232,11112,8660,236,20008,224,13979
,관내사전투표,5567,5566,3281,2170,60,5511,55,1
,경안동제1투,3303,1472,845,602,12,1459,13,1831
,경안동제2투,2062,913,397,485,17,899,14,1149
,경안동제3투,2457,985,343,613,21,977,8,1472
,경안동제4투,3878,1883,961,862,25,1848,35,1995
,경안동제5투,2099,1027,448,557,12,1017,10,1072
,경안동제6투,2451,1221,620,565,17,1202,19,1230
,경안동제7투,3724,2212,1185,974,28,2187,25,1512
,경안동제8투,2443,1145,588,524,17,1129,16,1298
,경안동제9투,3697,2278,1346,893,20,2259,19,1419
,경안동제10투,2530,1530,1098,415,7,1520,10,1000
송정동,소계,47056,25840,13656,11629,319,25604,236,21216
,관내사전투표,7065,7064,4203,2742,70,7015,49,1
,송정동제1투,2733,1102,597,475,17,1089,13,1631
,송정동제2투,3034,1768,831,901,20,1752,16,1266
,송정동제3투,3322,1422,629,757,18,1404,18,1900
,송정동제4투,3026,1603,683,885,17,1585,18,1423
,송정동제5투,2342,1105,518,553,19,1090,15,1237
,송정동제6투,4541,2073,993,1035,26,2054,19,2468
,송정동제7투,5596,2115,1135,924,41,2100,15,3481
,송정동제8투,4493,2102,1127,921,33,2081,21,2391
,송정동제9투,2321,1374,719,632,15,1366,8,947
,송정동제10투,1767,1209,670,518,13,1201,8,558
,송정동제11투,4842,1917,1048,826,21,1895,22,2925
,송정동제12투,1974,986,503,460,9,972,14,988
광남동,소계,49191,29484,17755,11193,280,29228,256,19707
,관내사전투표,9374,9371,6274,2979,68,9321,50,3
,광남동제1투,3452,1578,847,693,19,1559,19,1874
,광남동제2투,3739,2258,1259,954,24,2237,21,1481
,광남동제3투,4686,2079,1017,1000,31,2048,31,2607
,광남동제4투,4657,1884,969,870,21,1860,24,2773
,광남동제5투,2529,1056,518,513,11,1042,14,1473
,광남동제6투,2464,1494,918,553,14,1485,9,970
,광남동제7투,1476,954,523,414,8,945,9,522
,광남동제8투,2743,1212,634,539,22,1195,17,1531
,광남동제9투,2441,1043,578,437,14,1029,14,1398
,광남동제10투,4527,2525,1572,910,25,2507,18,2002
,광남동제11투,3881,2146,1367,746,14,2127,19,1735
,광남동제12투,3222,1884,1279,585,9,1873,11,1338
잘못 투입·구분된 투표지,,0,12,5,6,0,11,1,-12
